# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Apr 12 22:59:24 2026
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN cb_flag:        Circumbinary Flag
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_massj:       Planet Mass [Jupiter Mass]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN glat:           Galactic Latitude [deg]
# COLUMN glon:           Galactic Longitude [deg]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_refname,st_spectype,st_teff,st_rad,st_mass,st_age,rastr,ra,decstr,dec,glat,glon,sy_dist
KOI-3503 c,KOI-3503,0,1,2,0,0,Transit,2021,Kepler,0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,31.82453040000,,,,,,,,,0,,,,0,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5997.65,1.308330,1.110000,,19h32m36.18s,293.1507654,+41d43m44.95s,41.7291532,10.65220,74.58619,887.06400000
KOI-3503 c,KOI-3503,1,1,2,0,0,Transit,2021,Kepler,0,<a refstr=JONTOF_HUTTER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..246J/abstract target=ref>Jontof-Hutter et al. 2021</a>,31.82800000000,,1.21000000,0.10794916,10.36000000,0.03259621,,,,,,,,,686.00,12.00,-11.00,0,<a refstr=JONTOF_HUTTER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..246J/abstract target=ref>Jontof-Hutter et al. 2021</a>,,6001.00,1.255000,0.858000,,19h32m36.18s,293.1507654,+41d43m44.95s,41.7291532,10.65220,74.58619,887.06400000
KOI-3503 c,KOI-3503,0,1,2,0,0,Transit,2021,Kepler,0,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,31.82453040000,0.1868800000,1.18500000,0.10571880,,,,,,,52.5000,3.6000,-3.6000,0,,,,,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,,6001.00,1.255000,0.858000,11.4800,19h32m36.18s,293.1507654,+41d43m44.95s,41.7291532,10.65220,74.58619,887.06400000
KOI-351 b,KOI-351,1,1,8,0,0,Transit,2013,Kepler,0,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,7.00815100000,0.0740000000,1.31000000,0.11700000,,,,,,,,,,,,,,,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,,6080.00,1.200000,1.200000,,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,848.25400000
KOI-351 b,KOI-351,0,1,8,0,0,Transit,2013,Kepler,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,7.00823498380,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6031.13,1.247730,1.120000,,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,848.25400000
KOI-351 b,KOI-351,0,1,8,0,0,Transit,2013,Kepler,0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,7.00823300000,0.0750000000,1.16000000,0.10348845,,,0.000000,,,0,,,,0,1056.00,,,0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,6330.00,1.070000,1.140000,0.5300,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,848.25400000
KOI-351 b,KOI-351,0,1,8,0,0,Transit,2013,Kepler,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,7.00821787000,0.0738000000,1.29000000,0.11508629,,,0.000000,,,0,300.5800,135.5300,-93.9900,0,1062.00,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5970.00,1.200000,1.089000,,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,848.25400000
KOI-351 b,KOI-351,0,1,8,0,0,Transit,2013,Kepler,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,7.00828076000,0.0709000000,1.15000000,0.10259630,,,0.000000,,,0,299.4900,352.2300,-105.7400,0,1061.00,,,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,6238.00,1.054000,0.967000,,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,848.25400000
KOI-351 b,KOI-351,0,1,8,0,0,Transit,2013,Kepler,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,7.00828076000,0.0709000000,1.15000000,0.10259630,,,0.000000,,,0,299.4900,352.2300,-105.7400,0,1061.00,,,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,6238.00,1.054000,0.967000,,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,848.25400000
KOI-351 b,KOI-351,0,1,8,0,0,Transit,2013,Kepler,0,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,7.00828076000,0.0742000000,1.30000000,0.11597843,,,,,,,300.1000,20.6000,-20.6000,0,,,,,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,,6015.00,1.185000,1.108000,3.5500,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,848.25400000
KOI-351 b,KOI-351,0,1,8,0,0,Transit,2013,Kepler,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,1.30200000,0.11615666,,,,,,,316.4420,10.7900,-10.4100,0,,,,,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,6015.00,1.211000,,,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,848.25400000
KOI-351 b,KOI-351,0,1,8,0,0,Transit,2013,Kepler,0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,7.00828076000,0.0741641627,1.30000000,0.11597843,,,0.000000,,,0,,,,,,,,,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,,,,1.108000,,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,848.25400000
KOI-351 b,KOI-351,0,1,8,0,0,Transit,2013,Kepler,0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,7.00821787000,,,,,,,,,0,,,,0,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6031.13,1.247730,1.120000,,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,848.25400000
KOI-351 c,KOI-351,0,1,8,0,0,Transit,2013,Kepler,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,8.71982853000,0.0821000000,1.29000000,0.11508629,,,0.000000,,,0,223.3500,262.6900,-78.8600,0,986.00,,,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,6238.00,1.054000,0.967000,,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,848.25400000
KOI-351 c,KOI-351,0,1,8,0,0,Transit,2013,Kepler,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,8.71982853000,0.0821000000,1.29000000,0.11508629,,,0.000000,,,0,223.3500,262.6900,-78.8600,0,986.00,,,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,6238.00,1.054000,0.967000,,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,848.25400000
KOI-351 c,KOI-351,0,1,8,0,0,Transit,2013,Kepler,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,1.54400000,0.13774645,,,,,,,236.3150,8.0580,-7.7740,0,,,,,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,6015.00,1.211000,,,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,848.25400000
KOI-351 c,KOI-351,0,1,8,0,0,Transit,2013,Kepler,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,8.71975915100,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6031.13,1.247730,1.120000,,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,848.25400000
KOI-351 c,KOI-351,1,1,8,0,0,Transit,2013,Kepler,0,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,8.71937500000,0.0890000000,1.19000000,0.10600000,,,,,,,,,,,,,,,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,,6080.00,1.200000,1.200000,,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,848.25400000
KOI-351 c,KOI-351,0,1,8,0,0,Transit,2013,Kepler,0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,8.71989000000,0.0870000000,1.36000000,0.12133128,,,0.000000,,,0,,,,0,981.00,,,0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,6330.00,1.070000,1.140000,0.5300,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,848.25400000
KOI-351 c,KOI-351,0,1,8,0,0,Transit,2013,Kepler,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,8.71980135000,0.0854000000,1.53000000,0.13649769,,,0.000000,,,0,224.4700,101.2100,-70.1900,0,987.00,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5970.00,1.200000,1.089000,,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,848.25400000
KOI-351 c,KOI-351,0,1,8,0,0,Transit,2013,Kepler,0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,8.71982853000,0.0857942931,1.44500000,0.12891449,,,0.000000,,,0,,,,,,,,,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,,,,1.108000,,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,848.25400000
KOI-351 c,KOI-351,0,1,8,0,0,Transit,2013,Kepler,0,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,8.71982853000,0.0858200000,1.44500000,0.12891449,,,,,,,224.4000,15.3000,-15.3000,0,,,,,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,,6015.00,1.185000,1.108000,3.5500,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,848.25400000
KOI-351 c,KOI-351,0,1,8,0,0,Transit,2013,Kepler,0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,8.71980135000,,,,,,,,,0,,,,0,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6031.13,1.247730,1.120000,,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,848.25400000
KOI-351 d,KOI-351,0,1,8,0,0,Transit,2013,Kepler,0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,59.73703480000,0.3094678550,2.86600000,0.25568783,,,0.000000,,,0,,,,,,,,,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,,,,1.108000,,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,848.25400000
KOI-351 d,KOI-351,0,1,8,0,0,Transit,2013,Kepler,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,59.73703480000,0.2960000000,2.55000000,0.22749615,,,0.000000,,,0,17.1800,20.2100,-6.0600,0,519.00,,,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,6238.00,1.054000,0.967000,,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,848.25400000
KOI-351 d,KOI-351,0,1,8,0,0,Transit,2013,Kepler,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,59.73721246000,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6031.13,1.247730,1.120000,,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,848.25400000
KOI-351 d,KOI-351,0,1,8,0,0,Transit,2013,Kepler,0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,59.73716000000,0.3120000000,2.50000000,0.22303545,,,0.000000,,,0,,,,0,518.00,,,0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,6330.00,1.070000,1.140000,0.5300,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,848.25400000
KOI-351 d,KOI-351,0,1,8,0,0,Transit,2013,Kepler,0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,59.73714430000,,,,,,,,,0,,,,0,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6031.13,1.247730,1.120000,,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,848.25400000
KOI-351 d,KOI-351,0,1,8,0,0,Transit,2013,Kepler,0,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,59.73703480000,0.3096000000,2.86600000,0.25568783,,,,,,,17.2000,1.2000,-1.2000,0,,,,,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,,6015.00,1.185000,1.108000,3.5500,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,848.25400000
KOI-351 d,KOI-351,0,1,8,0,0,Transit,2013,Kepler,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,59.73679189850,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6031.13,1.247730,1.120000,,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,848.25400000
KOI-351 d,KOI-351,0,1,8,0,0,Transit,2013,Kepler,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,2.86600000,0.25568739,,,,,,,18.1680,0.6190,-0.5980,0,,,,,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,6015.00,1.211000,,,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,848.25400000
KOI-351 d,KOI-351,1,1,8,0,0,Transit,2013,Kepler,0,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,59.73667000000,0.3200000000,2.87000000,0.25600000,,,,,,,,,,,,,,,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,,6080.00,1.200000,1.200000,,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,848.25400000
KOI-351 d,KOI-351,0,1,8,0,0,Transit,2013,Kepler,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,59.73714430000,0.3080000000,2.84000000,0.25336827,,,0.000000,,,0,17.2600,7.7800,-5.4000,0,520.00,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5970.00,1.200000,1.089000,,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,848.25400000
KOI-351 d,KOI-351,0,1,8,0,0,Transit,2013,Kepler,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,59.73703480000,0.2960000000,2.55000000,0.22749615,,,0.000000,,,0,17.1800,20.2100,-6.0600,0,519.00,,,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,6238.00,1.054000,0.967000,,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,848.25400000
KOI-351 e,KOI-351,0,1,8,0,0,Transit,2013,Kepler,0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,91.94046030000,0.4125319150,2.61200000,0.23302743,,,0.000000,,,0,,,,,,,,,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,,,,1.108000,,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,848.25400000
KOI-351 e,KOI-351,0,1,8,0,0,Transit,2013,Kepler,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,91.94046030000,0.3945000000,2.32000000,0.20697689,,,0.000000,,,0,9.6700,11.3800,-3.4100,0,450.00,,,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,6238.00,1.054000,0.967000,,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,848.25400000
KOI-351 e,KOI-351,0,1,8,0,0,Transit,2013,Kepler,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,91.94046030000,0.3945000000,2.32000000,0.20697689,,,0.000000,,,0,9.6700,11.3800,-3.4100,0,450.00,,,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,6238.00,1.054000,0.967000,,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,848.25400000
KOI-351 e,KOI-351,0,1,8,0,0,Transit,2013,Kepler,0,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,91.94046030000,0.4127500000,2.61200000,0.23302743,,,,,,,9.7000,0.7000,-0.7000,0,,,,,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,,6015.00,1.185000,1.108000,3.5500,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,848.25400000
KOI-351 e,KOI-351,0,1,8,0,0,Transit,2013,Kepler,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,91.93984248600,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6031.13,1.247730,1.120000,,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,848.25400000
