kepid,kepoi_name,kepler_name,ra,ra_err,ra_str,dec,dec_err,dec_str,koi_gmag,koi_gmag_err,koi_rmag,koi_rmag_err,koi_imag,koi_imag_err,koi_zmag,koi_zmag_err,koi_jmag,koi_jmag_err,koi_hmag,koi_hmag_err,koi_kmag,koi_kmag_err,koi_kepmag,koi_kepmag_err,koi_delivname,koi_vet_stat,koi_quarters,koi_disposition,koi_pdisposition,koi_count,koi_num_transits,koi_max_sngle_ev,koi_max_mult_ev,koi_bin_oedp_sig,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_trans_mod,koi_model_snr,koi_model_dof,koi_model_chisq,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_period,koi_period_err1,koi_period_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,koi_comment,koi_vet_date,koi_tce_plnt_num,koi_tce_delivname,koi_datalink_dvs,koi_disp_prov,koi_parm_prov,koi_time0,koi_time0_err1,koi_time0_err2,koi_datalink_dvr,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_insol,koi_insol_err1,koi_insol_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_score
4862625,"K06464.03",,298.215090,0.000000,"19h52m51.62s",39.955101,0.000000,"+39d57m18.4s",14.055,,13.665,,13.574,,13.536,,12.714,0.023,12.461,0.022,12.395,0.021,13.718,,"cumulative","Done","11111111111111111000000000000000","CANDIDATE","CANDIDATE",3,3,11.904207,17.805895,0.37250,"Claret (2011 A&A 529 75) ATLAS LS",0.0000,0.0000,0.3032,0.3147,"Mandel and Agol (2002 ApJ 580 171)",25.90,,,374.45854,0.00941,-0.00941,0,,,,,,3.39,0.97,-0.34,1.3418,,,0.041,0.524,-0.041,10.47,0.443,-0.443,,,,1038.6,20.5,-20.5,541.742985,0.006839,-0.006839,0.029681,0.005047,-0.000746,407,115,-115,89.99,,,248.0,,,6373.00,151.00,-189.00,4.438,0.062,-0.188,-0.2400,0.2500,-0.3000,1.0470,0.2980,-0.1060,1.0940,0.1430,-0.1430,,,,"q1_q17_dr25_stellar",0.667,19.881007800,0.000009300,39.95498500,0.00009200,0.04000,0.39000,-0.42000,0.33000,0.00021,0.00045,9e-05,0.00041,0.6000,0.2800,-0.6000,0.5800,0.8500,0.5900,0.5800,0.2000,-0.6400,0.5100,0.8700,0.5000,"INDIV_TRANS_RUBBLE---ALL_TRANS_CHASES---CENT_FEW_DIFFS","2018-08-16 00:00:00",3,"q1_q17_dr25_tce","004/004862/004862625/dv/kplr004862625-003-20160209194854_dvs.pdf","q1_q17_dr25_sup_koi","q1_q17_dr25_koi",2455207.459,0.00941,-0.00941,"004/004862/004862625/dv/kplr004862625-20160209194854_dvr.pdf",0,0,0,0,0.90,0.73,-0.26,4.33615,1.22608,-2.17825,"LS+MCMC",0.0000
3965201,"K07546.01",,294.310640,0.000000,"19h37m14.55s",39.049702,0.000000,"+39d02m58.9s",12.788,,12.626,,12.610,,12.608,,11.874,0.022,11.768,0.021,11.708,0.020,12.667,,"cumulative","Done","11111011101110111000000000000000","CANDIDATE","CANDIDATE",1,7,5.797873,8.796513,,"Claret (2011 A&A 529 75) ATLAS LS",0.0000,0.0000,0.2862,0.2926,"Mandel and Agol (2002 ApJ 580 171)",6.60,,,164.8337,0.0254,-0.0254,0,,,,,,4.9,0.88,-1.62,0.3101,,,0.032,0.419,-0.032,3.956,0.842,-0.842,,,,196.3,31,-31,44.113873,0.001449,-0.001449,0.01296,0.000683,-0.00161,86.26,3.3,-3.3,89.95,,,1158.0,,,7854.00,227.00,-311.00,3.669,0.258,-0.258,-0.1200,0.2600,-0.3400,3.4620,0.6240,-1.1410,2.0390,0.2860,-0.3920,,,,"stellar_q1_q17",0.524,19.620701600,0.000007700,39.04975400,0.00009000,-0.32000,0.32000,0.20000,0.32000,7e-05,0.00016,-4e-05,0.00017,-0.2900,0.6400,0.4500,0.6000,0.5400,0.7900,-0.2900,0.5800,0.5600,0.5400,0.6300,0.6900,,"2018-08-16 00:00:00",4,"q1_q17_dr24_tce","003/003965/003965201/dv/kplr003965201-004-20141002224145_dvs.pdf","q1_q17_dr25_sup_koi","q1_q17_dr24_koi",2454997.834,0.0254,-0.0254,"003/003965/003965201/dv/kplr003965201-20141002224145_dvr.pdf",0,0,0,0,424.45,238.17,-262.15,6.23922,0.24113,-6.13748,"MCMC",
4862924,"K07554.01",,298.276730,0.000000,"19h53m06.42s",39.903851,0.000000,"+39d54m13.9s",14.930,,14.472,,14.343,,14.263,,13.438,0.024,13.156,0.026,13.087,0.028,14.519,,"cumulative","Done","11111111111111111000000000000000","CANDIDATE","CANDIDATE",1,3,7.162561,7.369342,,"Claret (2011 A&A 529 75) ATLAS LS",0.0000,0.0000,0.3047,0.3110,"Mandel and Agol (2002 ApJ 580 171)",8.10,,,314.0653,0.0387,-0.0387,0,,,,,,1.98,1.02,-0.21,1.2328,,,0.1786,0.2704,-0.1786,12.86,1.3,-1.3,,,,324,46.1,-46.1,482.62011,0.03127,-0.03127,0.016595,0.001068,-0.001667,287,42.5,-42.5,89.95,,,263.0,,,6315.00,167.00,-217.00,4.389,0.071,-0.071,-0.1600,0.2300,-0.3000,1.0950,0.5580,-0.1170,1.0660,0.2450,-0.1070,,,,"stellar_q1_q17",0.750,19.885105000,0.000053000,39.90363000,0.00061000,-0.40000,2.20000,-0.80000,2.20000,0.00027,0.00075,9e-05,0.00075,-0.1800,0.7100,1.2800,0.7300,1.2900,0.7300,-0.2300,0.7100,1.1800,0.7300,1.2000,0.7300,"EYEBALL---CLEAR_APO---TOO_FEW_QUARTERS","2018-08-16 00:00:00",1,"q1_q17_dr24_tce","004/004862/004862924/dv/kplr004862924-001-20141002224145_dvs.pdf","q1_q17_dr25_sup_koi","q1_q17_dr24_koi",2455147.065,0.0387,-0.0387,"004/004862/004862924/dv/kplr004862924-20141002224145_dvr.pdf",0,0,0,0,1.12,1.72,-0.34,1.91938,0.28408,-1.17532,"MCMC",
5271090,"K07558.01",,290.566740,0.000000,"19h22m16.02s",40.449902,0.000000,"+40d26m59.6s",16.091,,15.358,,15.122,,14.985,,13.937,0.024,13.419,0.023,13.391,0.035,15.413,,"cumulative","Done","11111111111111111000000000000000","CANDIDATE","CANDIDATE",1,134,7.5890994,7.187836,,"Claret (2011 A&A 529 75) ATLAS LS",0.0000,0.0000,0.2209,0.4713,"Mandel and Agol (2002 ApJ 580 171)",6.80,,,139.292,0.0109,-0.0109,0,,,,,,0.94,0.42,-0.11,0.083,,,0.2256,0.2843,-0.2254,1.802,0.389,-0.389,,,,141.6,45.9,-45.9,10.1551587,0.0001499,-0.0001499,0.010784,0.004135,-0.000465,42.4,21.2,-21.2,89.95,,,721.0,,,5275.00,185.00,-144.00,4.505,0.083,-0.083,-0.3000,0.3700,-0.2600,0.7960,0.3580,-0.0880,0.7390,0.1550,-0.0520,,,,"stellar_q1_q17",0.000,19.371073000,0.000045000,40.45099000,0.00055000,-1.70000,1.90000,3.90000,2.00000,0.00035,0.00036,-0.00088,0.00039,-0.5500,0.5400,-1.6700,0.7800,1.7600,0.7400,-0.6000,0.5400,-1.8400,0.7000,1.9300,0.7000,,"2018-08-16 00:00:00",1,"q1_q17_dr24_tce","005/005271/005271090/dv/kplr005271090-001-20141002224145_dvs.pdf","q1_q17_dr25_sup_koi","q1_q17_dr24_koi",2454972.292,0.0109,-0.0109,"005/005271/005271090/dv/kplr005271090-20141002224145_dvr.pdf",0,0,0,0,63.73,90.03,-18.59,14.00749,258.61310,-12.36532,"MCMC",
5444276,"K07559.01",,290.485530,0.000000,"19h21m56.53s",40.630699,0.000000,"+40d37m50.5s",13.068,,12.736,,12.683,,12.696,,11.881,0.019,11.639,0.016,11.593,0.021,12.798,,"cumulative","Done","11111111111111111000000000000000","CANDIDATE","CANDIDATE",1,1890,8.601799,8.175266,,"Claret (2011 A&A 529 75) ATLAS LS",0.0000,0.0000,0.3115,0.2916,"Mandel and Agol (2002 ApJ 580 171)",13.10,,,132.20988,0.00986,-0.00986,0,,,,,,1.13,0.6,-0.13,0.0164,,,0.6201,0.3426,-0.3945,3.946,0.507,-0.507,,,,87.2,8.5,-8.5,0.708965461,8.703e-06,-8.703e-06,0.008974,0.000163,-0.00086,1.347,0.558,-0.558,62.45,,,2417.0,,,6528.00,155.00,-217.00,4.384,0.063,-0.063,-0.1600,0.2200,-0.3200,1.1550,0.6130,-0.1310,1.1770,0.2520,-0.1680,,,,"stellar_q1_q17",0.060,19.365710100,0.000008300,40.63079600,0.00008900,0.28000,0.34000,0.34000,0.32000,-1e-05,1.3e-05,-1.3e-05,1.2e-05,-0.0300,0.1300,0.1100,0.2400,0.1200,0.2400,-0.0800,0.1400,0.1800,0.2600,0.1900,0.2600,"EYEBALL---INVERT_DIFF","2018-08-16 00:00:00",1,"q1_q17_dr24_tce","005/005444/005444276/dv/kplr005444276-001-20141002224145_dvs.pdf","q1_q17_dr25_sup_koi","q1_q17_dr24_koi",2454965.21,0.00986,-0.00986,"005/005444/005444276/dv/kplr005444276-20141002224145_dvr.pdf",0,0,0,0,8061.29,12686.44,-2526.35,0.09194,0.07614,-0.02444,"MCMC",
5878506,"K07562.01",,292.525300,0.000000,"19h30m06.07s",41.197231,0.000000,"+41d11m50.0s",16.476,,15.263,,14.835,,14.594,,13.444,0.021,12.813,0.025,12.698,0.027,15.327,,"cumulative","Done","11111111111111111000000000000000","CANDIDATE","CANDIDATE",1,112,8.637261,7.2292895,,,,,,,,,,,137.1077498,,,,,,,,,,,,,,,,,,1.11,,,,,,,,,11.76872507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.100,19.501680000,0.000036000,41.19703000,0.00037000,-0.20000,1.40000,-0.70000,1.30000,-0.0001,0.00037,0.00037,0.00034,-2.3000,1.1000,-0.2000,1.2000,2.3000,1.1000,-2.4000,1.1000,-0.1000,1.3000,2.4000,1.1000,"EYEBALL---CLEAR_APO---TOO_FEW_QUARTERS","2018-08-16 00:00:00",1,"q1_q17_dr24_tce","005/005878/005878506/dv/kplr005878506-001-20141002224145_dvs.pdf","q1_q17_dr25_sup_koi","q1_q17_dr24_koi",2454970.108,,,"005/005878/005878506/dv/kplr005878506-20141002224145_dvr.pdf",0,0,0,0,,,,,,,"none",
6443274,"K07567.01",,291.954380,0.000000,"19h27m49.05s",41.826969,0.000000,"+41d49m37.1s",16.094,,15.008,,14.616,,14.368,,13.271,0.024,12.650,0.022,12.496,0.026,15.059,,"cumulative","Done","11111111111111111000000000000000","CANDIDATE","CANDIDATE",1,3,11.790815,7.215216,,"Claret (2011 A&A 529 75) ATLAS LS",0.0000,0.0000,0.0954,0.6448,"Mandel and Agol (2002 ApJ 580 171)",11.30,,,160.7147,0.0341,-0.0341,0,,,,,,1.46,0.13,-0.13,1.2285,,,0.0082,0.4535,-0.0079,13.63,1.5,-1.5,,,,554.2,69.4,-69.4,608.20572,0.02616,-0.02616,0.02065,0.001847,-0.001439,348,105,-105,89.95,,,143.0,,,4486.00,132.00,-127.00,4.642,0.040,-0.040,-0.1600,0.3000,-0.3400,0.6460,0.0590,-0.0570,0.6680,0.0580,-0.0650,,,,"stellar_q1_q17",0.425,19.463607000,0.000029000,41.82682000,0.00034000,-0.70000,1.20000,-0.50000,1.20000,0.00032,0.00063,0.00032,0.00066,0.0500,0.9700,-0.5000,1.5000,0.5000,1.8000,-0.0700,0.7700,-0.5000,1.5000,0.5000,1.5000,"EYEBALL---INVERT_DIFF","2018-08-16 00:00:00",1,"q1_q17_dr24_tce","006/006443/006443274/dv/kplr006443274-001-20141002224145_dvs.pdf","q1_q17_dr25_sup_koi","q1_q17_dr24_koi",2454993.715,0.0341,-0.0341,"006/006443/006443274/dv/kplr006443274-20141002224145_dvr.pdf",0,0,0,0,0.10,0.03,-0.03,2.15156,0.65162,-1.45019,"MCMC",
5602588,"K02369.03",,285.720790,0.000000,"19h02m52.99s",40.856960,0.000000,"+40d51m25.1s",16.315,,15.794,,15.625,,15.566,,14.753,0.029,14.325,0.041,14.318,0.067,15.832,,"cumulative","Done","01110111011101110000000000000000","CANDIDATE","CANDIDATE",3,131,3.0982773,7.709472,0.81020,"Claret (2011 A&A 529 75) ATLAS LS",0.0000,0.0000,0.2889,0.3511,"Mandel and Agol (2002 ApJ 580 171)",9.20,,,134.4726,0.0177,-0.0177,0,,,,,,1.28,0.39,-0.14,0.0744,,,0.003,0.439,-0.003,4.967,0.41,-0.41,,,,173.3,20.8,-20.8,7.2274321,0.0001478,-0.0001478,0.012051,0.000879,-0.000766,11.27,1.4,-1.4,89.99,,,967.0,,,6075.00,168.00,-210.00,4.486,0.052,-0.208,-0.1200,0.2500,-0.3500,0.9690,0.3000,-0.1000,1.0480,0.1390,-0.1390,,,,"q1_q17_dr25_stellar",0.832,19.048072000,0.000048000,40.85687000,0.00057000,0.80000,2.00000,-0.30000,2.00000,-0.00013,0.00034,6e-05,0.00035,0.0000,1.0000,0.4300,0.8200,0.4300,0.8200,0.0000,1.1000,0.3400,0.8000,0.3400,0.8000,"NO_COMMENT","2018-08-16 00:00:00",2,"q1_q17_dr25_tce","005/005602/005602588/dv/kplr005602588-002-20160209194854_dvs.pdf","q1_q17_dr25_sup_koi","q1_q17_dr25_koi",2454967.473,0.0177,-0.0177,"005/005602/005602588/dv/kplr005602588-20160209194854_dvr.pdf",0,0,0,0,206.77,188.74,-62.30,0.51788,0.06482,-0.33278,"LS+MCMC",0.9680
6876575,"K07572.01",,295.513340,0.000000,"19h42m03.20s",42.318790,0.000000,"+42d19m07.6s",9.663,,9.776,,9.920,,10.012,,9.399,0.025,9.408,0.019,9.378,0.014,9.748,,"cumulative","Done","11111111111111111000000000000000","CANDIDATE","CANDIDATE",1,16,5.9010334,7.355421,,"Claret (2011 A&A 529 75) ATLAS LS",0.0000,0.0000,0.2940,0.2267,"Mandel and Agol (2002 ApJ 580 171)",8.70,,,196.391,0.102,-0.102,0,,,,,,1.59,0.34,-0.57,0.5548,,,0.5939,0.0065,-0.4992,17.33,3,-3,,,,12.7,1.9,-1.9,91.069934,0.007107,-0.007107,0.003433,0.000212,-0.000289,32.5,13.2,-13.2,88.81,,,1103.0,,,9051.00,298.00,-379.00,3.623,0.305,-0.305,0.2100,0.1500,-0.1400,4.2320,0.9090,-1.5210,2.7380,0.3620,-0.4880,,,,"stellar_q1_q17",0.070,19.700710000,0.000250000,42.31730000,0.00160000,-7.10000,9.80000,-5.50000,5.80000,0.0001,0.00016,8e-05,9.3e-05,5.9000,5.3000,-3.5000,1.8000,6.9000,4.8000,3.6000,5.0000,-3.8000,2.4000,5.3000,5.3000,"EYEBALL---SATURATED","2018-08-16 00:00:00",3,"q1_q17_dr24_tce","006/006876/006876575/dv/kplr006876575-003-20141002224145_dvs.pdf","q1_q17_dr25_sup_koi","q1_q17_dr24_koi",2455029.391,0.102,-0.102,"006/006876/006876575/dv/kplr006876575-20141002224145_dvr.pdf",0,0,0,0,349.47,237.60,-228.61,0.07812,0.15873,-0.07173,"MCMC",
8096395,"K07587.01",,291.358920,0.000000,"19h25m26.14s",43.936810,0.000000,"+43d56m12.5s",12.512,,11.726,,,,,,10.338,0.020,10.045,0.018,9.981,0.014,11.616,,"cumulative","Done","11111111111111111000000000000000","CANDIDATE","CANDIDATE",1,3,13.1379595,21.286785,0.79870,"Claret (2011 A&A 529 75) ATLAS LS",0.0000,0.0000,0.2916,0.3447,"Mandel and Agol (2002 ApJ 580 171)",29.00,,,165.426,0.0107,-0.0107,0,,,,,,2.57,0.78,-0.31,0.9845,,,0.89,0.04,-0.619,11.887,0.231,-0.231,,,,537.9,20.6,-20.6,366.088938,0.004884,-0.004884,0.024943,0.000487,-0.003497,119.5,58.6,-58.6,89.57,,,257.0,,,5941.00,187.00,-208.00,4.464,0.070,-0.196,-0.2400,0.3000,-0.3000,0.9450,0.2860,-0.1140,0.9480,0.1310,-0.1070,,,,"q1_q17_dr25_stellar",0.159,19.423937500,0.000007900,43.93675700,0.00008500,0.36000,0.31000,-0.19000,0.31000,-0.0001,0.00015,0.00013,0.00016,0.0500,0.1300,-0.6500,0.4500,0.6500,0.4500,0.0800,0.1100,-0.4800,0.4600,0.4900,0.4600,"NO_COMMENT","2018-08-16 00:00:00",1,"q1_q17_dr25_tce","008/008096/008096395/dv/kplr008096395-001-20160209194854_dvs.pdf","q1_q17_dr25_sup_koi","q1_q17_dr25_koi",2454998.426,0.0107,-0.0107,"008/008096/008096395/dv/kplr008096395-20160209194854_dvr.pdf",0,0,0,0,1.03,0.94,-0.34,0.24063,1.77090,-0.05120,"LS+MCMC",0.8970
8168509,"K07589.01",,292.825900,0.000000,"19h31m18.22s",44.098389,0.000000,"+44d05m54.2s",14.149,,13.842,,13.812,,13.767,,12.914,0.021,12.723,0.018,12.711,0.028,13.913,,"cumulative","Done","11111111111111111000000000000000","CANDIDATE","CANDIDATE",1,3,9.055124,7.501694,,"Claret (2011 A&A 529 75) ATLAS LS",0.0000,0.0000,0.3261,0.2539,"Mandel and Agol (2002 ApJ 580 171)",19.00,,,318.0665,0.0245,-0.0245,0,,,,,,7.01,4.33,-1.51,1.2215,,,0.9853,17.9,-0.0761,19.15,1.1,-1.1,,,,729.5,50.6,-50.6,414.45008,0.0121,-0.0121,0.03813,16.92788,-0.012253,54.1,26.5,-26.5,88.81,,,364.0,,,7037.00,215.00,-299.00,4.136,0.135,-0.135,-0.1600,0.2600,-0.3600,1.6830,1.0400,-0.3610,1.4170,0.3130,-0.2820,,,,"stellar_q1_q17",0.056,19.521744000,0.000011000,44.09829000,0.00013000,0.67000,0.44000,-0.35000,0.48000,-0.0004,0.0004,0.00016,0.00049,-0.8900,0.3900,0.6300,0.6100,1.0900,0.4700,-0.9200,0.3500,0.5200,0.7400,1.0600,0.4800,"TOO_FEW_QUARTERS","2018-08-16 00:00:00",1,"q1_q17_dr24_tce","008/008168/008168509/dv/kplr008168509-001-20141002224145_dvs.pdf","q1_q17_dr25_sup_koi","q1_q17_dr24_koi",2455151.067,0.0245,-0.0245,"008/008168/008168509/dv/kplr008168509-20141002224145_dvr.pdf",0,0,0,0,4.17,8.13,-2.01,0.01741,0.32468,-0.01287,"MCMC",
10397751,"K02859.05",,288.831360,0.000000,"19h15m19.53s",47.551991,0.000000,"+47d33m07.2s",14.420,,13.809,,13.606,,13.499,,12.536,0.021,12.123,0.017,12.052,0.016,13.851,,"cumulative","Done","11111111111111111000000000000000","CANDIDATE","CANDIDATE",5,214,3.0287008,9.414078,0.29640,"Claret (2011 A&A 529 75) ATLAS LS",0.0000,0.0000,0.2337,0.4535,"Mandel and Agol (2002 ApJ 580 171)",10.80,,,134.41711,0.00648,-0.00648,0,,,,,,0.66,0.07,-0.07,0.0532,,,0.816,0.157,-0.576,2.469,0.179,-0.179,,,,66.8,6.7,-6.7,5.43103616,4.629e-05,-4.629e-05,0.008369,0.001914,-0.001059,10,4.6,-4.6,85.32,,,873.0,,,5374.00,160.00,-144.00,4.555,0.088,-0.064,-0.6800,0.3000,-0.3000,0.7210,0.0820,-0.0730,0.6800,0.0860,-0.0340,,,,"q1_q17_dr25_stellar",0.018,19.255431000,0.000025000,47.55163000,0.00025000,0.21000,0.90000,-1.30000,0.90000,-3e-06,7.3e-05,0.000111,7.2e-05,-0.5000,0.4700,-1.1800,0.8800,1.2800,0.8300,-0.4000,0.4800,-1.1600,0.8800,1.2300,0.8500,"NO_COMMENT","2018-08-16 00:00:00",3,"q1_q17_dr25_tce","010/010397/010397751/dv/kplr010397751-003-20160209194854_dvs.pdf","q1_q17_dr25_sup_koi","q1_q17_dr25_koi",2454967.417,0.00648,-0.00648,"010/010397/010397751/dv/kplr010397751-20160209194854_dvr.pdf",0,0,0,0,137.10,54.14,-37.76,0.64138,2.37639,-0.59905,"LS+MCMC",0.8570
8297319,"K07591.01",,290.906950,0.000000,"19h23m37.67s",44.291779,0.000000,"+44d17m30.4s",15.706,,14.893,,14.607,,14.444,,13.340,0.022,12.858,0.024,12.742,0.023,14.937,,"cumulative","Done","10101010101010101000000000000000","CANDIDATE","CANDIDATE",1,3,7.6498203,7.358604,,"Claret (2011 A&A 529 75) ATLAS LS",0.0000,0.0000,0.1682,0.5469,"Mandel and Agol (2002 ApJ 580 171)",8.20,,,144.0773,0.0361,-0.0361,0,,,,,,1.3,0.18,-0.1,0.8367,,,0.1169,0.353,-0.1168,13.53,1.3,-1.3,,,,399,51.4,-51.4,328.32211,0.01347,-0.01347,0.017786,0.00102,-0.002016,187.5,37.3,-37.3,89.95,,,193.0,,,4906.00,182.00,-164.00,4.648,0.032,-0.032,-0.3200,0.3400,-0.3000,0.6680,0.0950,-0.0520,0.7360,0.0750,-0.0850,,,,"stellar_q1_q17",0.577,19.393785000,0.000045000,44.29205000,0.00043000,-0.40000,1.70000,1.00000,1.60000,0.00026,0.00064,-0.00022,0.00058,0.1000,0.3000,-2.4000,0.6100,2.4000,0.6100,0.2400,0.3300,-1.9300,0.6400,1.9500,0.6400,"TOO_FEW_QUARTERS","2018-08-16 00:00:00",1,"q1_q17_dr24_tce","008/008297/008297319/dv/kplr008297319-001-20141002224145_dvs.pdf","q1_q17_dr25_sup_koi","q1_q17_dr24_koi",2454977.077,0.0361,-0.0361,"008/008297/008297319/dv/kplr008297319-20141002224145_dvr.pdf",0,0,0,0,0.33,0.17,-0.08,1.15674,0.22985,-0.65390,"MCMC",
8423344,"K07592.01",,288.968230,0.000000,"19h15m52.38s",44.448341,0.000000,"+44d26m54.0s",16.963,,15.679,,14.865,,14.483,,13.196,0.027,12.533,0.025,12.354,0.020,15.494,,"cumulative","Done","11111111111111000000000000000","CANDIDATE","CANDIDATE",1,3,6.9154906,7.8080487,,"Claret (2011 A&A 529 75) ATLAS LS",0.0000,0.0000,0.2779,0.4524,"Mandel and Agol (2002 ApJ 580 171)",10.40,,,163.1805,0.0511,-0.0511,0,,,,,,1.55,0.15,-0.14,0.8367,,,0.2178,0.2988,-0.2177,15.7,4.6,-4.6,,,,900,319,-319,381.97977,0.03982,-0.03982,0.027038,0.009637,-0.001736,186.5,92.8,-92.8,89.95,,,132.0,,,3761.00,50.00,-50.00,4.724,0.060,-0.060,0.0000,0.1000,-0.1000,0.5260,0.0500,-0.0500,0.5350,0.0500,-0.0500,,,,"stellar_q1_q17",0.001,19.264556000,0.000026000,44.44957000,0.00035000,0.30000,1.00000,4.40000,1.20000,0.00061,0.00099,-0.0023,0.0012,0.0100,0.7100,1.6000,2.3000,1.6000,2.3000,0.6100,0.7000,3.7000,2.3000,3.8000,2.3000,"TOO_FEW_QUARTERS","2018-08-16 00:00:00",1,"q1_q17_dr24_tce","008/008423/008423344/dv/kplr008423344-001-20141002224145_dvs.pdf","q1_q17_dr25_sup_koi","q1_q17_dr24_koi",2454996.18,0.0511,-0.0511,"008/008423/008423344/dv/kplr008423344-20141002224145_dvr.pdf",0,0,0,0,0.07,0.02,-0.02,0.84106,20.08147,-0.80259,"MCMC",
8444868,"K07593.01",,296.702240,0.000000,"19h46m48.54s",44.449451,0.000000,"+44d26m58.0s",14.005,,13.622,,13.522,,13.482,,12.646,0.019,12.440,0.019,12.369,0.019,13.667,,"cumulative","Done","11111111111111111000000000000000","CANDIDATE","CANDIDATE",1,6,3.8052638,7.157765,,"Claret (2011 A&A 529 75) ATLAS LS",0.0000,0.0000,0.3113,0.2914,"Mandel and Agol (2002 ApJ 580 171)",6.20,,,196.1263,0.0587,-0.0587,0,,,,,,1.57,0.87,-0.31,0.344,,,0.5109,0.0605,-0.4295,9.1,2.4,-2.4,,,,126.1,24.3,-24.3,67.412998,0.004731,-0.004731,0.010613,0.000753,-0.001504,49.4,20.4,-20.4,89.38,,,572.0,,,6525.00,159.00,-233.00,4.248,0.138,-0.138,-0.1800,0.2400,-0.3200,1.3590,0.7490,-0.2700,1.1940,0.2780,-0.1850,,,,"stellar_q1_q17",0.112,19.780131000,0.000021000,44.44959000,0.00024000,-0.72000,0.81000,0.52000,0.87000,0.00015,0.00018,-0.00011,0.00019,0.1500,0.5100,-0.4000,0.5000,0.4200,0.5000,0.2000,0.5000,-0.3800,0.5200,0.4300,0.5200,,"2018-08-16 00:00:00",4,"q1_q17_dr24_tce","008/008444/008444868/dv/kplr008444868-004-20141002224145_dvs.pdf","q1_q17_dr25_sup_koi","q1_q17_dr24_koi",2455029.126,0.0587,-0.0587,"008/008444/008444868/dv/kplr008444868-20141002224145_dvr.pdf",0,0,0,0,25.32,41.76,-11.26,0.50112,1.03296,-0.49554,"MCMC",
8682094,"K07596.01",,289.015500,0.000000,"19h16m03.72s",44.882050,0.000000,"+44d52m55.4s",16.621,,15.659,,15.352,,15.188,,14.041,0.055,13.501,0.037,13.385,0.046,15.733,,"cumulative","Done","11111111111111000000000000000","CANDIDATE","CANDIDATE",1,3,9.25967,10.8141775,,,,,,,,,,,284.5268595,,,,,,,,,,,,,,,,,,5.22,,,,,,,,,359.8249913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,19.267781370,0.000000940,44.88172580,0.00000920,3.08700,0.03600,-1.16700,0.03300,0,0.44,0,0.62,,,,,,,,,,,,,"TOO_FEW_QUARTERS","2018-08-16 00:00:00",1,"q1_q17_dr24_tce","008/008682/008682094/dv/kplr008682094-001-20141002224145_dvs.pdf","q1_q17_dr25_sup_koi","q1_q17_dr24_koi",2455117.527,,,"008/008682/008682094/dv/kplr008682094-20141002224145_dvr.pdf",0,0,0,0,,,,,,,"none",
